Name,Nationality,nationality_match_source,Nationality_bucket,Transfer_fee_in_mln,log_transfer_fee,fee_minus_value,Market_value_in_mln,potential,market_value_per_potential,position_bucket,league_country_to,nationality_matches_league_to,League_to,age_bucket,is_top_club_to,is_top_league,high_overall
Landry Dimata,Belgium,fallback_team_from,Top 1-15,10.0,2.3978952727983707,3.5,6.5,79.0,0.08227848101265822,Forward,Germany,False,1.Bundesliga,<20,True,True,False
Florian Lejeune,France,fallback_team_from,Top 1-15,10.0,2.3978952727983707,5.0,5.0,81.0,0.06172839506172839,Defender,England,False,Premier League,24-26,True,True,True
Roberto Inglese,Italy,fallback_team_from,Top 1-15,10.0,2.3978952727983707,5.5,4.5,77.0,0.05844155844155844,Forward,Italy,True,Serie A,24-26,False,True,False
,France,fallback_lastname_season,Top 1-15,10.0,2.3978952727983707,7.0,3.0,74.0,0.04054054054054054,Forward,France,True,Ligue 1,20-23,False,True,False
Nicolas Pépé,Portugal,fallback_lastname_season,Top 1-15,10.0,2.3978952727983707,7.0,3.0,74.0,0.04054054054054054,Winger,France,False,Ligue 1,20-23,False,True,False
Adama Diakhaby,France,fallback_lastname_season,Top 1-15,10.0,2.3978952727983707,8.5,1.5,77.0,0.01948051948051948,Forward,France,True,Ligue 1,20-23,True,True,False
Bruno Fernandes,Portugal,fallback_team_from,Top 1-15,9.69,2.3693087250369538,2.1899999999999995,7.5,83.0,0.09036144578313253,Midfielder,Portugal,True,Liga NOS,20-23,False,True,True
Marcos Acuña,Argentina,fallback_team_from,Top 1-15,9.59,2.359910159613315,2.59,7.0,80.0,0.0875,Midfielder,Portugal,False,Liga NOS,24-26,False,True,False
Tom Cleverley,England,fallback_team_from,Top 1-15,9.3,2.33214389523559,1.3000000000000007,8.0,78.0,0.10256410256410256,Midfielder,England,True,Premier League,24-26,True,True,True
Rui Fonte,Portugal,fallback_lastname_season,Top 1-15,9.13,2.315501318260592,6.130000000000001,3.0,76.0,0.039473684210526314,Forward,England,False,Championship,24-26,False,True,False
Will Hughes,England,fallback_lastname_season,Top 1-15,9.1,2.312535423847214,1.0999999999999996,8.0,83.0,0.0963855421686747,Midfielder,England,True,Premier League,20-23,True,True,False
Tom Ince,England,fallback_lastname_season,Top 1-15,9.1,2.312535423847214,2.0999999999999996,7.0,76.0,0.09210526315789473,Winger,England,True,Premier League,24-26,False,True,False
Jack Cork,England,fallback_lastname_season,Top 1-15,9.1,2.312535423847214,4.1,5.0,80.0,0.0625,Midfielder,England,True,Premier League,27-29,False,True,True
Jonathas,Brazil,fallback_team_from,Top 1-15,9.0,2.302585092994046,2.0,7.0,79.0,0.08860759493670886,Forward,Germany,False,1.Bundesliga,27-29,False,True,True
Emiliano Rigoni,Argentina,fallback_team_from,Top 1-15,9.0,2.302585092994046,2.0,7.0,82.0,0.08536585365853659,Winger,Ukraine,False,Premier Liga,20-23,False,True,True
Andrew Robertson,Scotland,fallback_team_from,Top 1-15,9.0,2.302585092994046,2.0,7.0,83.0,0.08433734939759036,Defender,England,False,Premier League,20-23,True,True,False
Gastón Ramírez,Uruguay,fallback_team_from,Top 16-30,9.0,2.302585092994046,3.0,6.0,82.0,0.07317073170731707,Midfielder,Italy,False,Serie A,24-26,False,True,True
Jairo Riedewald,Netherlands,fallback_lastname_season,Top 1-15,9.0,2.302585092994046,4.0,5.0,86.0,0.05813953488372093,Defender,England,False,Premier League,<20,False,True,True
,France,fallback_lastname_season,Top 1-15,9.0,2.302585092994046,6.0,3.0,75.0,0.04,Defender,France,True,Ligue 1,24-26,False,True,False
Guido Pizarro,Peru,fallback_lastname_season,Top 16-30,8.7,2.272125885509337,4.699999999999999,4.0,79.0,0.05063291139240506,Midfielder,Spain,False,LaLiga,24-26,True,True,True
Serge Gnabry,Germany,fallback_lastname_season,Top 1-15,8.0,2.1972245773362196,-7.0,15.0,85.0,0.17647058823529413,Winger,Germany,True,1.Bundesliga,20-23,False,True,False
Valère Germain,France,fallback_lastname_season,Top 1-15,8.0,2.1972245773362196,-2.0,10.0,81.0,0.12345679012345678,Forward,France,True,Ligue 1,24-26,False,True,True
Soualiho Meïté,France,fallback_lastname_season,Top 1-15,8.0,2.1972245773362196,1.0,7.0,76.0,0.09210526315789473,Midfielder,France,True,Ligue 1,20-23,True,True,False
Sofiane Hanni,Algeria,fallback_team_from,Top 16-30,8.0,2.1972245773362196,1.0,7.0,78.0,0.08974358974358974,Midfielder,Ukraine,False,Premier Liga,24-26,False,True,False
Henry Onyekuru,Nigeria,fallback_team_from,Top 16-30,8.0,2.1972245773362196,1.0,7.0,76.0,0.09210526315789473,Winger,England,False,Premier League,<20,True,True,False
Hirving Lozano,Mexico,fallback_lastname_season,Top 1-15,8.0,2.1972245773362196,1.5,6.5,84.0,0.07738095238095238,Winger,Netherlands,False,Eredivisie,20-23,False,True,True
Davie Selke,Germany,fallback_team_from,Top 1-15,8.0,2.1972245773362196,2.0,6.0,83.0,0.07228915662650602,Forward,Germany,True,1.Bundesliga,20-23,False,True,False
Nicolas de Préville,France,fallback_team_from,Top 1-15,8.0,2.1972245773362196,2.5,5.5,79.0,0.06962025316455696,Forward,France,True,Ligue 1,24-26,False,True,True
Havard Nordtveit,Norway,fallback_lastname_season,Outside Top 45,8.0,2.1972245773362196,3.0,5.0,79.0,0.06329113924050633,Defender,Germany,False,1.Bundesliga,24-26,False,True,True
Mariano Díaz,Paraguay,fallback_team_from,Top 31-45,8.0,2.1972245773362196,3.0,5.0,81.0,0.06172839506172839,Forward,France,False,Ligue 1,20-23,False,True,False
Miha Mevlja,Slovenia,fallback_lastname_season,Top 31-45,8.0,2.1972245773362196,4.0,4.0,65.0,0.06153846153846154,Defender,Ukraine,False,Premier Liga,24-26,False,True,False
Admir Mehmedi,Switzerland,fallback_lastname_season,Top 1-15,8.0,2.1972245773362196,4.5,3.5,79.0,0.04430379746835443,Forward,Germany,False,1.Bundesliga,24-26,True,True,True
Sone Aluko,Nigeria,fallback_team_from,Top 16-30,8.0,2.1972245773362196,5.5,2.5,73.0,0.03424657534246575,Forward,England,False,Championship,27-29,False,True,False
Amine Harit,France,fallback_team_from,Top 1-15,8.0,2.1972245773362196,6.0,2.0,84.0,0.023809523809523808,Midfielder,Germany,False,1.Bundesliga,<20,False,True,False
Rafik Guitane,France,fallback_lastname_season,Top 1-15,8.0,2.1972245773362196,7.85,0.15,76.0,0.001973684210526316,Midfielder,France,True,Ligue 1,<20,False,True,False
Kieran Gibbs,England,fallback_team_from,Top 1-15,7.5,2.1400661634962708,-2.5,10.0,82.0,0.12195121951219512,Defender,England,True,Premier League,24-26,False,True,True
Badou Ndiaye,Senegal,fallback_lastname_season,Top 16-30,7.5,2.1400661634962708,2.5,5.0,79.0,0.06329113924050633,Midfielder,,,Süper Lig,24-26,False,False,True
Ashley Fletcher,Scotland,fallback_lastname_season,Top 1-15,7.3,2.1162555148025524,6.3,1.0,78.0,0.01282051282051282,Forward,England,False,Championship,20-23,False,True,False
Santiago Ascacíbar,Argentina,fallback_lastname_season,Top 1-15,7.2,2.1041341542702074,-0.2999999999999998,7.5,84.0,0.08928571428571429,Midfielder,Germany,False,1.Bundesliga,<20,False,True,False
Avilés Hurtado,Colombia,fallback_team_from,Top 1-15,7.13,2.0955609235597192,4.63,2.5,76.0,0.03289473684210526,Winger,Mexico,False,Liga MX Clausura,27-29,False,False,True
Björn Engels,Belgium,fallback_lastname_season,Top 1-15,7.1,2.0918640616783932,-0.9000000000000004,8.0,84.0,0.09523809523809523,Defender,China,False,Super League,20-23,False,True,True
Éver Banega,Argentina,fallback_team_from,Top 1-15,7.0,2.0794415416798357,-9.0,16.0,84.0,0.19047619047619047,Midfielder,Spain,False,LaLiga,27-29,True,True,True
Nolito,Spain,fallback_lastname_season,Top 1-15,7.0,2.0794415416798357,-5.0,12.0,83.0,0.14457831325301204,Winger,Spain,True,LaLiga,27-29,True,True,True
Ryad Boudebouz,Algeria,fallback_lastname_season,Top 16-30,7.0,2.0794415416798357,-3.0,10.0,81.0,0.12345679012345678,Midfielder,Spain,False,LaLiga,24-26,False,True,True
Giuliano,Brazil,fallback_lastname_season,Top 1-15,7.0,2.0794415416798357,-2.0,9.0,82.0,0.10975609756097561,Midfielder,,,Süper Lig,24-26,False,False,True
Sébastien Haller,France,fallback_team_from,Top 1-15,7.0,2.0794415416798357,-1.0,8.0,82.0,0.0975609756097561,Forward,Germany,False,1.Bundesliga,20-23,False,True,True
Cristiano Ronaldo,Portugal,fallback_team_from,Top 1-15,117.0,4.770684624465665,17.0,100.0,94.0,1.0638297872340425,Forward,Italy,False,Serie A,30+,True,True,True
,France,fallback_lastname_season,Top 1-15,70.0,4.2626798770413155,5.0,65.0,91.0,0.7142857142857143,Winger,Spain,False,LaLiga,20-23,True,True,True
Riyad Mahrez,Algeria,fallback_lastname_season,Top 16-30,67.8,4.231203744939298,17.799999999999997,50.0,84.0,0.5952380952380952,Winger,England,False,Premier League,24-26,True,True,True
Alisson,Brazil,fallback_lastname_season,Top 1-15,62.5,4.151039905898646,2.5,60.0,84.0,0.7142857142857143,Goalkeeper,England,False,Premier League,24-26,True,True,True
Naby Keïta,Guinea,fallback_team_from,Top 31-45,60.0,4.110873864173311,-5.0,65.0,88.0,0.7386363636363636,Midfielder,England,False,Premier League,20-23,True,True,True
Fred,Brazil,fallback_lastname_season,Top 1-15,59.0,4.0943445622221,27.0,32.0,85.0,0.3764705882352941,Midfielder,England,False,Premier League,24-26,True,True,True
Jorginho,Italy,fallback_lastname_season,Top 1-15,57.0,4.060443010546419,7.0,50.0,84.0,0.5952380952380952,Midfielder,England,False,Premier League,24-26,True,True,True
Fabinho,Brazil,fallback_lastname_season,Top 1-15,45.0,3.828641396489095,0.0,45.0,88.0,0.5113636363636364,Midfielder,England,False,Premier League,20-23,True,True,True
Richarlison,Brazil,fallback_team_from,Top 1-15,39.2,3.6938669956249757,14.200000000000003,25.0,85.0,0.29411764705882354,Winger,England,False,Premier League,20-23,True,True,False
Radja Nainggolan,Belgium,fallback_lastname_season,Top 1-15,38.0,3.6635616461296463,-7.0,45.0,86.0,0.5232558139534884,Midfielder,Italy,False,Serie A,27-29,True,True,True
Felipe Anderson,Brazil,fallback_team_from,Top 1-15,38.0,3.6635616461296463,8.0,30.0,86.0,0.3488372093023256,Winger,England,False,Premier League,24-26,True,True,True
Clément Lenglet,France,fallback_team_from,Top 1-15,35.9,3.6082115510464816,10.899999999999999,25.0,84.0,0.2976190476190476,Defender,Spain,False,LaLiga,20-23,False,True,True
Jean Michaël Seri,Ivory Coast,fallback_team_from,Top 16-30,30.0,3.4339872044851463,0.0,30.0,83.0,0.3614457831325301,Midfielder,England,False,Premier League,24-26,False,True,True
Lucas Torreira,Uruguay,fallback_team_from,Top 16-30,30.0,3.4339872044851463,0.0,30.0,83.0,0.3614457831325301,Midfielder,England,False,Premier League,20-23,False,True,False
Aleksandr Golovin,Russia,fallback_lastname_season,Outside Top 45,30.0,3.4339872044851463,5.0,25.0,84.0,0.2976190476190476,Midfielder,France,False,Ligue 1,20-23,True,True,True
Álvaro Odriozola,Spain,fallback_team_from,Top 1-15,30.0,3.4339872044851463,5.0,25.0,84.0,0.2976190476190476,Defender,Spain,True,LaLiga,20-23,False,True,False
Abdou Diallo,Senegal,fallback_lastname_season,Top 16-30,28.0,3.367295829986474,16.0,12.0,78.0,0.15384615384615385,Defender,Germany,False,1.Bundesliga,20-23,False,True,False
Simone Verdi,Italy,fallback_team_from,Top 1-15,25.0,3.258096538021482,0.0,25.0,80.0,0.3125,Winger,Italy,True,Serie A,24-26,False,True,True
Issa Diop,France,fallback_lastname_season,Top 1-15,25.0,3.258096538021482,3.0,22.0,87.0,0.25287356321839083,Defender,England,False,Premier League,20-23,True,True,True
Bernd Leno,Germany,fallback_lastname_season,Top 1-15,25.0,3.258096538021482,5.0,20.0,88.0,0.22727272727272727,Goalkeeper,England,False,Premier League,24-26,False,True,True
James Maddison,England,fallback_lastname_season,Top 1-15,25.0,3.258096538021482,15.0,10.0,80.0,0.125,Midfielder,England,True,Premier League,20-23,True,True,False
Javier Pastore,Argentina,fallback_lastname_season,Top 1-15,24.7,3.246490991901174,9.7,15.0,83.0,0.18072289156626506,Midfielder,Italy,False,Serie A,27-29,True,True,True
Alassane Pléa,France,fallback_team_from,Top 1-15,23.0,3.1780538303479458,5.0,18.0,86.0,0.20930232558139536,Forward,Germany,False,1.Bundesliga,24-26,False,True,True
Ricardo Pereira,Portugal,fallback_team_from,Top 1-15,22.0,3.1354942159291497,2.0,20.0,86.0,0.23255813953488372,Defender,England,False,Premier League,20-23,True,True,True
Ricardo Pereira,Portugal,fallback_team_from,Top 1-15,22.0,3.1354942159291497,2.0,20.0,86.0,0.23255813953488372,Defender,England,False,Premier League,20-23,True,True,True
Ricardo Pereira,Portugal,fallback_team_from,Top 1-15,22.0,3.1354942159291497,2.0,20.0,78.0,0.2564102564102564,Defender,England,False,Premier League,20-23,True,True,True
Diogo Dalot,Portugal,fallback_team_from,Top 1-15,22.0,3.1354942159291497,7.0,15.0,83.0,0.18072289156626506,Defender,England,False,Premier League,<20,True,True,False
Lucas Digne,France,fallback_team_from,Top 1-15,20.2,3.054001181677967,5.199999999999999,15.0,84.0,0.17857142857142858,Defender,England,False,Premier League,24-26,True,True,True
Aleksandar Mitrovic,Serbia,fallback_lastname_season,Top 1-15,20.2,3.054001181677967,5.199999999999999,15.0,80.0,0.1875,Forward,England,False,Premier League,20-23,False,True,False
William Carvalho,Portugal,fallback_team_from,Top 1-15,20.0,3.044522437723423,-5.0,25.0,86.0,0.29069767441860467,Midfielder,Spain,False,LaLiga,24-26,False,True,True
Andriy Yarmolenko,Ukraine,fallback_lastname_season,Outside Top 45,20.0,3.044522437723423,-3.0,23.0,81.0,0.2839506172839506,Winger,England,False,Premier League,27-29,True,True,True
Gerard Moreno,Mexico,fallback_lastname_season,Top 1-15,20.0,3.044522437723423,0.0,20.0,83.0,0.24096385542168675,Forward,Spain,False,LaLiga,24-26,True,True,True
Thomas Delaney,Denmark,fallback_lastname_season,Top 16-30,20.0,3.044522437723423,8.0,12.0,81.0,0.14814814814814814,Midfielder,Germany,False,1.Bundesliga,24-26,False,True,True
Terence Kongolo,Netherlands,fallback_lastname_season,Top 1-15,20.0,3.044522437723423,10.0,10.0,82.0,0.12195121951219512,Defender,England,False,Premier League,20-23,False,True,True
Alireza Jahanbakhsh,Iran,fallback_team_from,Outside Top 45,19.0,2.995732273553991,1.0,18.0,79.0,0.22784810126582278,Winger,England,False,Premier League,20-23,False,True,False
Mohamed Elyounoussi,Norway,fallback_lastname_season,Outside Top 45,18.0,2.9444389791664403,9.5,8.5,84.0,0.10119047619047619,Winger,England,False,Premier League,20-23,False,True,True
Justin Kluivert,Netherlands,fallback_lastname_season,Top 1-15,17.25,2.9041650800285006,2.25,15.0,86.0,0.1744186046511628,Winger,Italy,False,Serie A,<20,True,True,False
Yves Bissouma,Mali,fallback_team_from,Outside Top 45,16.9,2.884800712846709,8.899999999999999,8.0,80.0,0.1,Midfielder,England,False,Premier League,20-23,False,True,False
Lautaro Martínez,Argentina,fallback_team_from,Top 1-15,16.0,2.833213344056216,-9.0,25.0,88.0,0.2840909090909091,Forward,Italy,False,Serie A,<20,True,True,False
Sokratis,Greece,fallback_lastname_season,Top 31-45,16.0,2.833213344056216,-4.0,20.0,86.0,0.23255813953488372,Defender,England,False,Premier League,27-29,False,True,True
Daley Blind,Netherlands,fallback_lastname_season,Top 1-15,16.0,2.833213344056216,-2.0,18.0,81.0,0.2222222222222222,Defender,Netherlands,True,Eredivisie,27-29,False,True,True
Nordi Mukiele,France,fallback_lastname_season,Top 1-15,16.0,2.833213344056216,2.0,14.0,83.0,0.1686746987951807,Defender,Germany,False,1.Bundesliga,<20,False,True,False
Joris Gnagnon,Ivory Coast,fallback_lastname_season,Top 16-30,15.0,2.772588722239781,0.0,15.0,84.0,0.17857142857142858,Defender,Spain,False,LaLiga,20-23,True,True,True
Joaquín Correa,Argentina,fallback_team_from,Top 1-15,15.0,2.772588722239781,5.0,10.0,82.0,0.12195121951219512,Winger,Italy,False,Serie A,20-23,False,True,False
Mouctar Diakhaby,France,fallback_lastname_season,Top 1-15,15.0,2.772588722239781,5.0,10.0,82.0,0.12195121951219512,Defender,Spain,False,LaLiga,20-23,True,True,False
Ibrahim Amadou,Cameroon,fallback_team_from,Top 31-45,15.0,2.772588722239781,11.5,3.5,81.0,0.043209876543209874,Midfielder,Spain,False,LaLiga,24-26,True,True,False
João Carvalho,Portugal,fallback_lastname_season,Top 1-15,15.0,2.772588722239781,12.5,2.5,83.0,0.030120481927710843,Midfielder,England,False,Championship,20-23,False,True,False
Xherdan Shaqiri,Switzerland,fallback_team_from,Top 1-15,14.7,2.7536607123542622,-3.3000000000000007,18.0,85.0,0.21176470588235294,Winger,England,False,Premier League,24-26,True,True,True
Daniel Ginczek,Germany,fallback_team_from,Top 1-15,14.0,2.70805020110221,10.5,3.5,77.0,0.045454545454545456,Forward,Germany,True,1.Bundesliga,24-26,True,True,False
Danny Ward,Wales,fallback_team_from,Top 16-30,14.0,2.70805020110221,11.5,2.5,78.0,0.03205128205128205,Goalkeeper,England,False,Premier League,24-26,True,True,False
Davy Klaassen,Netherlands,fallback_team_from,Top 1-15,13.5,2.6741486494265287,-1.5,15.0,85.0,0.17647058823529413,Midfielder,Germany,False,1.Bundesliga,24-26,False,True,True
Gerard Deulofeu,Spain,fallback_team_from,Top 1-15,13.0,2.6390573296152584,-1.0,14.0,89.0,0.15730337078651685,Winger,England,False,Premier League,20-23,True,True,True
Mattia Perin,Italy,fallback_team_from,Top 1-15,12.0,2.5649493574615367,-4.0,16.0,88.0,0.18181818181818182,Goalkeeper,Italy,True,Serie A,24-26,True,True,True
Mitchell Weiser,Germany,fallback_team_from,Top 1-15,12.0,2.5649493574615367,0.0,12.0,85.0,0.1411764705882353,Defender,Germany,True,1.Bundesliga,20-23,False,True,True
Mikel Merino,Spain,fallback_lastname_season,Top 1-15,12.0,2.5649493574615367,2.0,10.0,84.0,0.11904761904761904,Midfielder,Spain,True,LaLiga,20-23,False,True,False
Marcelo Saracchi,Uruguay,fallback_team_from,Top 16-30,12.0,2.5649493574615367,7.5,4.5,85.0,0.052941176470588235,Defender,Germany,False,1.Bundesliga,<20,False,True,False
,Spain,fallback_team_from,Top 1-15,12.0,2.5649493574615367,9.5,2.5,81.0,0.030864197530864196,Defender,England,False,Premier League,24-26,False,True,True
Dusan Tadic,Serbia,fallback_team_from,Top 1-15,11.4,2.517696472610991,-3.5999999999999996,15.0,80.0,0.1875,Midfielder,Netherlands,False,Eredivisie,27-29,False,True,True
Benik Afobe,DR Congo,fallback_team_from,Top 16-30,11.4,2.517696472610991,1.4000000000000004,10.0,79.0,0.12658227848101267,Forward,England,False,Premier League,24-26,False,True,False
Josh Murphy,Republic of Ireland,fallback_lastname_season,Top 16-30,11.4,2.517696472610991,9.9,1.5,79.0,0.0189873417721519,Winger,England,False,Premier League,20-23,False,True,False
Bobby Reid,England,fallback_team_from,Top 1-15,11.35,2.513656063073986,8.35,3.0,74.0,0.04054054054054054,Midfielder,England,True,Premier League,24-26,False,True,False
David Brooks,United States,fallback_lastname_season,Outside Top 45,11.3,2.509599262378372,6.300000000000001,5.0,81.0,0.06172839506172839,Midfielder,England,False,Premier League,<20,False,True,False
Tom Ince,England,fallback_lastname_season,Top 1-15,11.2,2.501435951739211,3.1999999999999993,8.0,77.0,0.1038961038961039,Winger,England,True,Championship,24-26,False,True,False
,Colombia,fallback_lastname_season,Top 1-15,11.0,2.4849066497880004,-7.0,18.0,80.0,0.225,Defender,Spain,False,LaLiga,24-26,True,True,True
Suat Serdar,Germany,fallback_lastname_season,Top 1-15,11.0,2.4849066497880004,3.5,7.5,80.0,0.09375,Midfielder,Germany,True,1.Bundesliga,20-23,False,True,False
Wout Weghorst,Netherlands,fallback_team_from,Top 1-15,10.5,2.4423470353692043,3.5,7.0,76.0,0.09210526315789473,Forward,Germany,False,1.Bundesliga,24-26,True,True,False
Djaniny,Cape Verde,fallback_team_from,Outside Top 45,10.24,2.419478844465545,5.24,5.0,72.0,0.06944444444444445,Forward,Saudi Arabia,False,Professional League,24-26,False,False,False
Francesco Acerbi,Italy,fallback_team_from,Top 1-15,10.0,2.3978952727983707,0.0,10.0,82.0,0.12195121951219512,Defender,Italy,True,Serie A,27-29,False,True,True
Vitinho,Brazil,fallback_lastname_season,Top 1-15,10.0,2.3978952727983707,2.0,8.0,84.0,0.09523809523809523,Forward,,,Série A,20-23,False,False,True
Soualiho Meïté,France,fallback_lastname_season,Top 1-15,10.0,2.3978952727983707,2.0,8.0,81.0,0.09876543209876543,Midfielder,Italy,False,Serie A,20-23,False,True,True
Danilo,Brazil,fallback_lastname_season,Top 1-15,10.0,2.3978952727983707,3.0,7.0,81.0,0.08641975308641975,Midfielder,France,False,Ligue 1,20-23,False,True,False
,Argentina,fallback_team_from,Top 1-15,10.0,2.3978952727983707,4.0,6.0,67.0,0.08955223880597014,Midfielder,Spain,False,LaLiga,20-23,True,True,False
Bernardo,Brazil,fallback_team_from,Top 1-15,10.0,2.3978952727983707,4.0,6.0,81.0,0.07407407407407407,Defender,England,False,Premier League,20-23,False,True,False
Adama Diakhaby,France,fallback_lastname_season,Top 1-15,10.0,2.3978952727983707,5.0,5.0,82.0,0.06097560975609756,Forward,England,False,Premier League,20-23,False,True,False
Pelé,Guinea Bissau,fallback_team_from,Outside Top 45,10.0,2.3978952727983707,6.0,4.0,74.0,0.05405405405405406,Midfielder,France,False,Ligue 1,24-26,True,True,False
Diego Falcinelli,Italy,fallback_team_from,Top 1-15,10.0,2.3978952727983707,6.2,3.8,75.0,0.050666666666666665,Forward,Italy,True,Serie A,24-26,False,True,False
Antonio Barreca,Italy,fallback_team_from,Top 1-15,10.0,2.3978952727983707,6.5,3.5,86.0,0.040697674418604654,Defender,France,False,Ligue 1,20-23,True,True,False
Federico Di Francesco,Italy,fallback_team_from,Top 1-15,10.0,2.3978952727983707,6.5,3.5,81.0,0.043209876543209874,Winger,Italy,True,Serie A,20-23,False,True,False
Davide Santon,Italy,fallback_team_from,Top 1-15,9.5,2.3513752571634776,6.5,3.0,78.0,0.038461538461538464,Defender,Italy,True,Serie A,24-26,True,True,True
Ramiro Funes Mori,Argentina,fallback_team_from,Top 1-15,9.0,2.302585092994046,-1.0,10.0,81.0,0.12345679012345678,Defender,Spain,False,LaLiga,24-26,True,True,True
Khouma Babacar,Senegal,fallback_team_from,Top 16-30,9.0,2.302585092994046,1.0,8.0,81.0,0.09876543209876543,Forward,Italy,False,Serie A,24-26,False,True,True
Lukasz Skorupski,Poland,fallback_lastname_season,Top 16-30,9.0,2.302585092994046,2.0,7.0,79.0,0.08860759493670886,Goalkeeper,Italy,False,Serie A,24-26,False,True,True
Jordan Siebatcheu,France,fallback_lastname_season,Top 1-15,9.0,2.302585092994046,6.5,2.5,74.0,0.033783783783783786,Forward,France,True,Ligue 1,20-23,False,True,False
Antonino La Gumina,Italy,fallback_lastname_season,Top 1-15,9.0,2.302585092994046,7.0,2.0,71.0,0.028169014084507043,Forward,Italy,True,Serie A,20-23,False,True,False
Guido Pizarro,Argentina,fallback_team_from,Top 1-15,8.7,2.272125885509337,1.1999999999999993,7.5,80.0,0.09375,Midfielder,Mexico,False,Liga MX Apertura,27-29,False,False,True
Alban Lafont,France,fallback_lastname_season,Top 1-15,8.5,2.2512917986064953,-9.5,18.0,89.0,0.20224719101123595,Goalkeeper,Italy,False,Serie A,<20,False,True,True
Nicólas González,Spain,fallback_lastname_season,Top 1-15,8.5,2.2512917986064953,3.5,5.0,75.0,0.06666666666666667,Forward,Germany,False,1.Bundesliga,<20,False,True,False
Hassane Bandé,Burkina Faso,fallback_team_from,Outside Top 45,8.25,2.224623551524334,0.75,7.5,74.0,0.10135135135135136,Winger,Netherlands,False,Eredivisie,<20,False,True,False
Cristiano Piccini,Italy,fallback_team_from,Top 1-15,8.0,2.1972245773362196,0.5,7.5,82.0,0.09146341463414634,Defender,Spain,False,LaLiga,24-26,True,True,True
,Argentina,fallback_lastname_season,Top 1-15,8.0,2.1972245773362196,1.0,7.0,78.0,0.08974358974358974,Winger,Italy,False,Serie A,20-23,False,True,False
Chancel Mbemba,DR Congo,fallback_lastname_season,Top 16-30,8.0,2.1972245773362196,2.0,6.0,82.0,0.07317073170731707,Defender,Portugal,False,Liga NOS,20-23,False,True,True
Samuel Gigot,France,fallback_team_from,Top 1-15,8.0,2.1972245773362196,2.0,6.0,79.0,0.0759493670886076,Defender,Ukraine,False,Premier Liga,20-23,False,True,False
Lukasz Fabianski,Poland,fallback_lastname_season,Top 16-30,8.0,2.1972245773362196,3.0,5.0,80.0,0.0625,Goalkeeper,England,False,Premier League,30+,True,True,True
Aden Flint,England,fallback_team_from,Top 1-15,8.0,2.1972245773362196,3.0,5.0,74.0,0.06756756756756757,Defender,England,True,Championship,27-29,False,True,False
Mattéo Guendouzi,France,fallback_team_from,Top 1-15,8.0,2.1972245773362196,5.5,2.5,74.0,0.033783783783783786,Midfielder,England,False,Premier League,<20,False,True,False
Fran Beltrán,Spain,fallback_team_from,Top 1-15,8.0,2.1972245773362196,6.0,2.0,79.0,0.02531645569620253,Midfielder,Spain,True,LaLiga,<20,False,True,False
Stuart Armstrong,Scotland,fallback_team_from,Top 1-15,7.95,2.191653532286764,5.95,2.0,77.0,0.025974025974025976,Midfielder,England,False,Premier League,24-26,False,True,False
Patrick Bamford,England,fallback_team_from,Top 1-15,7.9,2.186051276738094,3.9000000000000004,4.0,77.0,0.05194805194805195,Forward,England,True,Championship,20-23,False,True,False
Omar Colley,Gambia,fallback_team_from,Outside Top 45,7.75,2.169053700369523,2.75,5.0,80.0,0.0625,Defender,Italy,False,Serie A,24-26,False,True,False
Andrea Favilli,Italy,fallback_team_from,Top 1-15,7.5,2.1400661634962708,3.5,4.0,77.0,0.05194805194805195,Forward,Italy,True,Serie A,20-23,True,True,False
Oghenekaro Etebo,Nigeria,fallback_lastname_season,Top 16-30,7.2,2.1041341542702074,5.7,1.5,82.0,0.018292682926829267,Midfielder,England,False,Championship,20-23,False,True,False
Salif Sané,Senegal,fallback_team_from,Top 16-30,7.0,2.0794415416798357,-11.0,18.0,81.0,0.2222222222222222,Defender,Germany,False,1.Bundesliga,24-26,False,True,True
,Germany,fallback_lastname_season,Top 1-15,7.0,2.0794415416798357,-5.0,12.0,79.0,0.1518987341772152,Defender,Spain,False,LaLiga,20-23,True,True,False
Tomas Vaclik,Czech Republic,fallback_lastname_season,Top 31-45,7.0,2.0794415416798357,3.0,4.0,78.0,0.05128205128205128,Goalkeeper,Spain,False,LaLiga,27-29,True,True,True
Néstor Araujo,Mexico,fallback_team_from,Top 1-15,7.0,2.0794415416798357,4.2,2.8,77.0,0.03636363636363636,Defender,Spain,False,LaLiga,24-26,False,True,False
Federico Dimarco,Italy,fallback_team_from,Top 1-15,7.0,2.0794415416798357,5.0,2.0,77.0,0.025974025974025976,Defender,Italy,True,Serie A,<20,True,True,False
Lucas Castro,Argentina,fallback_team_from,Top 1-15,6.5,2.0149030205422647,-0.5,7.0,78.0,0.08974358974358974,Midfielder,Italy,False,Serie A,27-29,False,True,True
Ramadan Sobhi,Egypt,fallback_team_from,Top 31-45,6.5,2.0149030205422647,-0.5,7.0,85.0,0.08235294117647059,Winger,England,False,Premier League,20-23,False,True,False
,Brazil,fallback_lastname_season,Top 1-15,6.5,2.0149030205422647,0.0,6.5,84.0,0.07738095238095238,Winger,Portugal,False,Liga NOS,20-23,False,True,True
Riza Durmisi,Denmark,fallback_team_from,Top 16-30,6.5,2.0149030205422647,1.5,5.0,80.0,0.0625,Defender,Italy,False,Serie A,20-23,False,True,False
