Name,Nationality,nationality_match_source,Nationality_bucket,Transfer_fee_in_mln,log_transfer_fee,fee_minus_value,Market_value_in_mln,potential,market_value_per_potential,position_bucket,league_country_to,nationality_matches_league_to,League_to,age_bucket,is_top_club_to,is_top_league,high_overall
Éder,Portugal,fallback_lastname_season,Top 1-15,6.7,2.0412203288596382,0.7000000000000002,6.0,80.0,0.075,Forward,England,False,Premier League,24-26,False,True,True
Carlos Tévez,Argentina,fallback_team_from,Top 1-15,6.5,2.0149030205422647,-16.5,23.0,85.0,0.27058823529411763,Forward,,,Primera División,30+,False,False,True
Robin van Persie,Netherlands,fallback_lastname_season,Top 1-15,6.5,2.0149030205422647,-8.5,15.0,88.0,0.17045454545454544,Forward,,,Süper Lig,30+,False,False,True
Zé Luís,Brazil,fallback_lastname_season,Top 1-15,6.5,2.0149030205422647,3.0,3.5,77.0,0.045454545454545456,Forward,Ukraine,False,Premier Liga,20-23,False,True,False
Steven Berghuis,Netherlands,fallback_team_from,Top 1-15,6.5,2.0149030205422647,3.0,3.5,76.0,0.046052631578947366,Winger,England,False,Premier League,20-23,True,True,False
Lamine Koné,Ivory Coast,fallback_team_from,Top 16-30,6.5,2.0149030205422647,4.0,2.5,75.0,0.03333333333333333,Defender,England,False,Premier League,24-26,False,True,False
Giovani dos Santos,Mexico,fallback_team_from,Top 1-15,6.35,1.9947003132247452,-2.6500000000000004,9.0,84.0,0.10714285714285714,Forward,United States,False,MLS,24-26,False,False,True
Giovani dos Santos,Mexico,fallback_team_from,Top 1-15,6.35,1.9947003132247452,-2.6500000000000004,9.0,82.0,0.10975609756097561,Forward,United States,False,MLS,24-26,False,False,True
Mathieu Valbuena,France,fallback_team_from,Top 1-15,6.0,1.9459101490553132,-5.5,11.5,81.0,0.1419753086419753,Winger,France,True,Ligue 1,27-29,False,True,True
Ivelin Popov,Bulgaria,fallback_team_from,Outside Top 45,6.0,1.9459101490553132,-3.5,9.5,80.0,0.11875,Midfielder,Ukraine,False,Premier Liga,24-26,False,True,True
Franco Di Santo,Argentina,fallback_lastname_season,Top 1-15,6.0,1.9459101490553132,-2.5,8.5,79.0,0.10759493670886076,Forward,Germany,False,1.Bundesliga,24-26,False,True,False
Aaron Lennon,England,fallback_lastname_season,Top 1-15,6.0,1.9459101490553132,-2.5,8.5,79.0,0.10759493670886076,Winger,England,True,Premier League,27-29,True,True,True
Pedro Obiang,Spain,fallback_team_from,Top 1-15,6.0,1.9459101490553132,-2.0,8.0,83.0,0.0963855421686747,Midfielder,England,False,Premier League,20-23,True,True,False
Kiko Casilla,Spain,fallback_lastname_season,Top 1-15,6.0,1.9459101490553132,-1.5,7.5,83.0,0.09036144578313253,Goalkeeper,Spain,True,LaLiga,27-29,False,True,True
,Austria,fallback_team_from,Top 31-45,6.0,1.9459101490553132,-1.5,7.5,76.0,0.09868421052631579,Defender,England,False,Premier League,20-23,False,True,False
Nemanja Gudelj,Serbia,fallback_team_from,Top 1-15,6.0,1.9459101490553132,0.0,6.0,77.0,0.07792207792207792,Midfielder,Netherlands,False,Eredivisie,20-23,False,True,False
Claudio Beauvue,France,fallback_lastname_season,Top 1-15,6.0,1.9459101490553132,1.0,5.0,72.0,0.06944444444444445,Forward,France,True,Ligue 1,24-26,False,True,False
,Ghana,fallback_lastname_season,Top 16-30,6.0,1.9459101490553132,2.0,4.0,81.0,0.04938271604938271,Midfielder,Spain,False,LaLiga,<20,True,True,False
Daniele Baselli,Italy,fallback_team_from,Top 1-15,6.0,1.9459101490553132,2.2,3.8,83.0,0.04578313253012048,Midfielder,Italy,True,Serie A,20-23,False,True,False
David Nugent,England,fallback_lastname_season,Top 1-15,5.6,1.8870696490323797,3.5999999999999996,2.0,71.0,0.028169014084507043,Forward,England,True,Championship,27-29,False,True,False
Ezequiel Lavezzi,Argentina,fallback_lastname_season,Top 1-15,5.5,1.8718021769015913,-3.5,9.0,82.0,0.10975609756097561,Forward,China,False,Super League,27-29,False,True,True
Paul Pogba,France,fallback_team_from,Top 1-15,105.0,4.663439094112067,35.0,70.0,92.0,0.7608695652173914,Midfielder,England,False,Premier League,20-23,True,True,True
Gonzalo Higuaín,Argentina,fallback_lastname_season,Top 1-15,90.0,4.51085950651685,25.0,65.0,86.0,0.7558139534883721,Forward,Italy,False,Serie A,27-29,True,True,True
Oscar,Brazil,fallback_team_from,Top 1-15,60.0,4.110873864173311,25.0,35.0,88.0,0.3977272727272727,Midfielder,China,False,Super League,24-26,False,True,True
Hulk,Brazil,fallback_lastname_season,Top 1-15,55.8,4.039536325727106,23.799999999999997,32.0,84.0,0.38095238095238093,Winger,China,False,Super League,27-29,False,True,True
John Stones,England,fallback_team_from,Top 1-15,55.6,4.036008985209137,27.6,28.0,87.0,0.3218390804597701,Defender,England,True,Premier League,20-23,True,True,True
Leroy Sané,Germany,fallback_team_from,Top 1-15,50.5,3.9415818076696905,20.5,30.0,80.0,0.375,Winger,England,False,Premier League,<20,True,True,True
Leroy Sané,Germany,fallback_team_from,Top 1-15,50.5,3.9415818076696905,20.5,30.0,83.0,0.3614457831325301,Winger,England,False,Premier League,<20,True,True,False
Henrikh Mkhitaryan,Armenia,fallback_lastname_season,Outside Top 45,42.0,3.7612001156935624,12.0,30.0,83.0,0.3614457831325301,Midfielder,England,False,Premier League,24-26,True,True,True
Sadio Mané,Senegal,fallback_team_from,Top 16-30,41.2,3.742420221041966,21.200000000000003,20.0,84.0,0.23809523809523808,Winger,England,False,Premier League,20-23,True,True,True
Shkodran Mustafi,Germany,fallback_team_from,Top 1-15,41.0,3.7376696182833684,21.0,20.0,87.0,0.22988505747126436,Defender,England,False,Premier League,20-23,False,True,True
João Mário,Portugal,fallback_team_from,Top 1-15,40.0,3.713572066704308,10.0,30.0,85.0,0.35294117647058826,Midfielder,Italy,False,Serie A,20-23,True,True,True
Michy Batshuayi,Belgium,fallback_lastname_season,Top 1-15,39.0,3.6888794541139363,24.0,15.0,83.0,0.18072289156626506,Forward,England,False,Premier League,20-23,True,True,True
Eric Bailly,Ivory Coast,fallback_team_from,Top 16-30,38.0,3.6635616461296463,30.0,8.0,83.0,0.0963855421686747,Defender,England,False,Premier League,20-23,True,True,False
André Gomes,Portugal,fallback_team_from,Top 1-15,37.0,3.6375861597263857,7.0,30.0,87.0,0.3448275862068966,Midfielder,Spain,False,LaLiga,20-23,False,True,True
N'Golo Kanté,France,fallback_lastname_season,Top 1-15,35.8,3.6054978451748854,15.799999999999997,20.0,82.0,0.24390243902439024,Midfielder,England,False,Premier League,24-26,True,True,True
Mats Hummels,Germany,fallback_lastname_season,Top 1-15,35.0,3.58351893845611,3.0,32.0,88.0,0.36363636363636365,Defender,Germany,True,1.Bundesliga,24-26,False,True,True
David Luiz,Brazil,fallback_lastname_season,Top 1-15,35.0,3.58351893845611,7.0,28.0,84.0,0.3333333333333333,Defender,England,False,Premier League,27-29,True,True,True
Moussa Sissoko,France,fallback_lastname_season,Top 1-15,35.0,3.58351893845611,22.0,13.0,82.0,0.15853658536585366,Midfielder,England,False,Premier League,24-26,False,True,True
Miralem Pjanic,Bosnia Herzegovina,fallback_lastname_season,Top 31-45,32.0,3.4965075614664802,-3.0,35.0,86.0,0.4069767441860465,Midfielder,Italy,False,Serie A,24-26,True,True,True
Arkadiusz Milik,Poland,fallback_lastname_season,Top 16-30,32.0,3.4965075614664802,20.0,12.0,84.0,0.14285714285714285,Forward,Italy,False,Serie A,20-23,False,True,True
Christian Benteke,Belgium,fallback_team_from,Top 1-15,31.2,3.4719664525503626,4.199999999999999,27.0,86.0,0.313953488372093,Forward,England,False,Premier League,24-26,False,True,True
Islam Slimani,Algeria,fallback_team_from,Top 16-30,30.5,3.449987545831587,8.5,22.0,80.0,0.275,Forward,England,False,Premier League,27-29,True,True,True
Álvaro Morata,Spain,fallback_team_from,Top 1-15,30.0,3.4339872044851463,0.0,30.0,88.0,0.3409090909090909,Forward,Spain,True,LaLiga,20-23,False,True,True
Paco Alcácer,Spain,fallback_team_from,Top 1-15,30.0,3.4339872044851463,5.0,25.0,88.0,0.2840909090909091,Forward,Spain,True,LaLiga,20-23,False,True,True
,France,fallback_team_from,Top 1-15,30.0,3.4339872044851463,10.0,20.0,79.0,0.25316455696202533,Forward,Spain,False,LaLiga,27-29,True,True,True
André Schürrle,Germany,fallback_team_from,Top 1-15,30.0,3.4339872044851463,12.0,18.0,83.0,0.21686746987951808,Winger,Germany,True,1.Bundesliga,24-26,False,True,True
Gonçalo Guedes,Portugal,fallback_lastname_season,Top 1-15,30.0,3.4339872044851463,21.0,9.0,88.0,0.10227272727272728,Winger,France,False,Ligue 1,<20,True,True,False
Dimitri Payet,France,fallback_lastname_season,Top 1-15,29.3,3.4111477125153233,-0.6999999999999993,30.0,81.0,0.37037037037037035,Midfielder,France,True,Ligue 1,27-29,False,True,True
Yannick Bolasie,DR Congo,fallback_team_from,Top 16-30,28.9,3.3978584803966405,14.899999999999999,14.0,78.0,0.1794871794871795,Winger,England,False,Premier League,24-26,True,True,True
Grzegorz Krychowiak,Poland,fallback_team_from,Top 16-30,27.5,3.349904087274605,-2.5,30.0,86.0,0.3488372093023256,Midfielder,France,False,Ligue 1,24-26,True,True,True
Georginio Wijnaldum,Netherlands,fallback_lastname_season,Top 1-15,27.5,3.349904087274605,7.5,20.0,84.0,0.23809523809523808,Midfielder,England,False,Premier League,24-26,True,True,True
Ilkay Gündogan,Germany,fallback_lastname_season,Top 1-15,27.0,3.332204510175204,-3.0,30.0,86.0,0.3488372093023256,Midfielder,England,False,Premier League,24-26,True,True,True
,Argentina,fallback_lastname_season,Top 1-15,25.0,3.258096538021482,-5.0,30.0,84.0,0.35714285714285715,Winger,Spain,False,LaLiga,27-29,True,True,True
Samuel Umtiti,France,fallback_lastname_season,Top 1-15,25.0,3.258096538021482,10.0,15.0,85.0,0.17647058823529413,Defender,Spain,False,LaLiga,20-23,False,True,True
Jesé,Spain,fallback_team_from,Top 1-15,25.0,3.258096538021482,11.0,14.0,85.0,0.16470588235294117,Winger,France,False,Ligue 1,20-23,True,True,True
André Ayew,Ghana,fallback_lastname_season,Top 16-30,24.1,3.2228678461377385,6.100000000000001,18.0,82.0,0.21951219512195122,Winger,England,False,Premier League,24-26,True,True,True
Ezequiel Garay,Argentina,fallback_lastname_season,Top 1-15,24.0,3.2188758248682006,4.0,20.0,84.0,0.23809523809523808,Defender,Spain,False,LaLiga,27-29,True,True,True
Odion Ighalo,Nigeria,fallback_team_from,Top 16-30,23.3,3.190476350346503,11.3,12.0,75.0,0.16,Forward,China,False,Super League,24-26,False,True,False
Marcos Alonso,Spain,fallback_team_from,Top 1-15,23.0,3.1780538303479458,14.0,9.0,78.0,0.11538461538461539,Defender,England,False,Premier League,24-26,True,True,False
Morgan Schneiderlin,France,fallback_lastname_season,Top 1-15,22.9,3.173878458937465,-5.100000000000001,28.0,85.0,0.32941176470588235,Midfielder,England,False,Premier League,24-26,True,True,True
Breel Embolo,Switzerland,fallback_lastname_season,Top 1-15,22.5,3.1570004211501135,2.5,20.0,88.0,0.22727272727272727,Forward,Germany,False,1.Bundesliga,<20,False,True,True
Vincent Janssen,Netherlands,fallback_team_from,Top 1-15,22.1,3.139832617527748,16.1,6.0,75.0,0.08,Forward,England,False,Premier League,20-23,False,True,False
Antonio Candreva,Italy,fallback_team_from,Top 1-15,22.0,3.1354942159291497,-1.0,23.0,83.0,0.27710843373493976,Winger,Italy,True,Serie A,27-29,True,True,True
Axel Witsel,Belgium,fallback_lastname_season,Top 1-15,20.0,3.044522437723423,0.0,20.0,84.0,0.23809523809523808,Midfielder,China,False,Super League,24-26,False,True,True
Kevin Volland,Germany,fallback_lastname_season,Top 1-15,20.0,3.044522437723423,3.0,17.0,85.0,0.2,Forward,Germany,True,1.Bundesliga,20-23,False,True,True
Didier Ndong,Gabon,fallback_team_from,Top 31-45,20.0,3.044522437723423,15.0,5.0,74.0,0.06756756756756757,Midfielder,England,False,Premier League,20-23,False,True,False
Ahmed Musa,Nigeria,fallback_lastname_season,Top 16-30,19.5,3.0204248861443626,1.5,18.0,82.0,0.21951219512195122,Forward,England,False,Premier League,20-23,True,True,True
Sofiane Boufal,Morocco,fallback_team_from,Top 31-45,18.7,2.9806186357439426,5.699999999999999,13.0,85.0,0.15294117647058825,Midfielder,England,False,Premier League,20-23,False,True,True
Joaquín Correa,Argentina,fallback_team_from,Top 1-15,18.2,2.954910279033736,11.7,6.5,79.0,0.08227848101265822,Winger,Spain,False,LaLiga,20-23,True,True,False
Claudio Bravo,Chile,fallback_team_from,Top 16-30,18.0,2.9444389791664403,3.0,15.0,83.0,0.18072289156626506,Goalkeeper,England,False,Premier League,30+,True,True,True
Nolito,Spain,fallback_lastname_season,Top 1-15,18.0,2.9444389791664403,3.0,15.0,82.0,0.18292682926829268,Winger,England,False,Premier League,27-29,True,True,True
Leonardo Pavoletti,Italy,fallback_team_from,Top 1-15,18.0,2.9444389791664403,5.0,13.0,74.0,0.17567567567567569,Forward,Italy,True,Serie A,27-29,False,True,False
Jordon Ibe,England,fallback_team_from,Top 1-15,18.0,2.9444389791664403,11.0,7.0,81.0,0.08641975308641975,Winger,England,True,Premier League,<20,False,True,False
Wilfred Ndidi,Nigeria,fallback_team_from,Top 16-30,17.6,2.9231615807191558,9.600000000000001,8.0,76.0,0.10526315789473684,Midfielder,England,False,Premier League,<20,True,True,False
Manolo Gabbiadini,Italy,fallback_lastname_season,Top 1-15,17.0,2.8903717578961645,2.0,15.0,84.0,0.17857142857142858,Forward,England,False,Premier League,24-26,False,True,True
Franco Vázquez,Italy,fallback_lastname_season,Top 1-15,16.8,2.8791984572980396,1.8000000000000007,15.0,82.0,0.18292682926829268,Midfielder,Spain,False,LaLiga,24-26,True,True,True
Memphis Depay,Netherlands,fallback_lastname_season,Top 1-15,16.0,2.833213344056216,-9.0,25.0,89.0,0.2808988764044944,Winger,France,False,Ligue 1,20-23,False,True,True
,Croatia,fallback_team_from,Top 16-30,16.0,2.833213344056216,3.0,13.0,81.0,0.16049382716049382,Defender,Spain,False,LaLiga,20-23,True,True,False
Joe Allen,Wales,fallback_team_from,Top 16-30,15.5,2.803360380906535,7.5,8.0,80.0,0.1,Midfielder,England,False,Premier League,24-26,False,True,True
Nampalys Mendy,France,fallback_team_from,Top 1-15,15.5,2.803360380906535,8.0,7.5,81.0,0.09259259259259259,Midfielder,England,False,Premier League,20-23,True,True,False
Nampalys Mendy,France,fallback_team_from,Top 1-15,15.5,2.803360380906535,8.0,7.5,71.0,0.1056338028169014,Midfielder,England,False,Premier League,20-23,True,True,False
Ryan Mason,England,fallback_lastname_season,Top 1-15,15.4,2.797281334830153,7.9,7.5,80.0,0.09375,Midfielder,England,True,Premier League,24-26,False,True,False
Graziano Pellè,Italy,fallback_team_from,Top 1-15,15.25,2.7880929087757464,4.25,11.0,77.0,0.14285714285714285,Forward,China,False,Super League,30+,False,True,True
Nacer Chadli,Belgium,fallback_lastname_season,Top 1-15,15.2,2.785011242238338,2.1999999999999993,13.0,82.0,0.15853658536585366,Winger,England,False,Premier League,24-26,False,True,True
Oliver Burke,Scotland,fallback_lastname_season,Top 1-15,15.2,2.785011242238338,14.95,0.25,71.0,0.0035211267605633804,Winger,Germany,False,1.Bundesliga,<20,False,True,False
Oliver Burke,Scotland,fallback_lastname_season,Top 1-15,15.2,2.785011242238338,14.95,0.25,78.0,0.003205128205128205,Winger,Germany,False,1.Bundesliga,<20,False,True,False
Robbie Brady,Republic of Ireland,fallback_lastname_season,Top 16-30,15.1,2.7788192719904172,7.1,8.0,76.0,0.10526315789473684,Midfielder,England,False,Premier League,24-26,False,True,False
Luka Milivojevic,Serbia,fallback_lastname_season,Top 1-15,15.1,2.7788192719904172,7.1,8.0,77.0,0.1038961038961039,Midfielder,England,False,Premier League,24-26,False,True,False
Christoph Kramer,Germany,fallback_lastname_season,Top 1-15,15.0,2.772588722239781,3.0,12.0,84.0,0.14285714285714285,Midfielder,Germany,True,1.Bundesliga,24-26,False,True,True
Djibril Sidibé,France,fallback_team_from,Top 1-15,15.0,2.772588722239781,11.0,4.0,80.0,0.05,Defender,France,True,Ligue 1,20-23,True,True,False
Isaac Success,Nigeria,fallback_team_from,Top 16-30,15.0,2.772588722239781,12.0,3.0,82.0,0.036585365853658534,Winger,England,False,Premier League,<20,True,True,False
Rodolfo Pizarro,Chile,fallback_lastname_season,Top 16-30,14.75,2.7568403652716422,9.75,5.0,75.0,0.06666666666666667,Midfielder,Mexico,False,Liga MX Clausura,20-23,False,False,False
Amadou Diawara,Guinea,fallback_team_from,Top 31-45,14.5,2.740840023925201,3.5,11.0,72.0,0.1527777777777778,Midfielder,Italy,False,Serie A,<20,False,True,False
Victor Wanyama,Kenya,fallback_team_from,Outside Top 45,14.4,2.7343675094195836,-0.5999999999999996,15.0,81.0,0.18518518518518517,Midfielder,England,False,Premier League,24-26,False,True,True
Ross McCormack,Scotland,fallback_team_from,Top 1-15,14.3,2.72785282839839,6.300000000000001,8.0,74.0,0.10810810810810811,Forward,England,False,Championship,27-29,False,True,False
Filip Kostic,Serbia,fallback_team_from,Top 1-15,14.0,2.70805020110221,4.0,10.0,83.0,0.12048192771084337,Winger,Germany,False,1.Bundesliga,20-23,False,True,True
Ashley Williams,Wales,fallback_lastname_season,Top 16-30,14.0,2.70805020110221,6.0,8.0,81.0,0.09876543209876543,Defender,England,False,Premier League,30+,True,True,True
Timo Werner,Germany,fallback_team_from,Top 1-15,14.0,2.70805020110221,6.0,8.0,84.0,0.09523809523809523,Forward,Germany,True,1.Bundesliga,<20,False,True,False
Saido Berahino,England,fallback_lastname_season,Top 1-15,13.9,2.7013612129514133,-1.0999999999999996,15.0,85.0,0.17647058823529413,Forward,England,True,Premier League,20-23,False,True,True
Jeffrey Schlupp,Ghana,fallback_lastname_season,Top 16-30,13.8,2.6946271807700692,5.800000000000001,8.0,79.0,0.10126582278481013,Defender,England,False,Premier League,20-23,False,True,False
Roberto Soriano,Italy,fallback_team_from,Top 1-15,13.75,2.691243082785829,-0.25,14.0,81.0,0.1728395061728395,Winger,Spain,False,LaLiga,24-26,True,True,False
Leon Bailey,Jamaica,fallback_team_from,Outside Top 45,13.5,2.6741486494265287,1.0,12.5,81.0,0.15432098765432098,Winger,Germany,False,1.Bundesliga,<20,False,True,False
Nathan Redmond,England,fallback_lastname_season,Top 1-15,13.5,2.6741486494265287,6.0,7.5,82.0,0.09146341463414634,Winger,England,True,Premier League,20-23,False,True,False
Roberto Pereyra,Argentina,fallback_team_from,Top 1-15,13.0,2.6390573296152584,-3.0,16.0,86.0,0.18604651162790697,Midfielder,England,False,Premier League,24-26,True,True,True
Nicola Sansone,Italy,fallback_team_from,Top 1-15,13.0,2.6390573296152584,1.0,12.0,81.0,0.14814814814814814,Winger,Spain,False,LaLiga,20-23,True,True,False
Jasper Cillessen,Netherlands,fallback_lastname_season,Top 1-15,13.0,2.6390573296152584,1.0,12.0,85.0,0.1411764705882353,Goalkeeper,Spain,False,LaLiga,24-26,False,True,True
Benjamin Mendy,France,fallback_lastname_season,Top 1-15,13.0,2.6390573296152584,6.5,6.5,80.0,0.08125,Defender,France,True,Ligue 1,20-23,True,True,True
,Germany,fallback_team_from,Top 1-15,13.0,2.6390573296152584,8.5,4.5,81.0,0.05555555555555555,Defender,Germany,True,1.Bundesliga,20-23,True,True,False
Jonathan Kodjia,France,fallback_team_from,Top 1-15,12.9,2.631888840136646,10.4,2.5,75.0,0.03333333333333333,Forward,England,False,Championship,24-26,False,True,False
Fernando,Brazil,fallback_team_from,Top 1-15,12.5,2.6026896854443837,1.5,11.0,82.0,0.13414634146341464,Midfielder,Ukraine,False,Premier Liga,20-23,False,True,True
Yunus Malli,Germany,fallback_lastname_season,Top 1-15,12.5,2.6026896854443837,2.5,10.0,80.0,0.125,Midfielder,Germany,True,1.Bundesliga,20-23,True,True,False
Jannik Vestergaard,Denmark,fallback_lastname_season,Top 16-30,12.5,2.6026896854443837,5.5,7.0,81.0,0.08641975308641975,Defender,Germany,False,1.Bundesliga,20-23,False,True,True
Riechedly Bazoer,Netherlands,fallback_lastname_season,Top 1-15,12.0,2.5649493574615367,-3.0,15.0,88.0,0.17045454545454544,Midfielder,Germany,False,1.Bundesliga,<20,True,True,False
Raphaël Guerreiro,Portugal,fallback_team_from,Top 1-15,12.0,2.5649493574615367,3.0,9.0,84.0,0.10714285714285714,Defender,Germany,False,1.Bundesliga,20-23,False,True,True
,Brazil,fallback_team_from,Top 1-15,12.0,2.5649493574615367,4.0,8.0,83.0,0.0963855421686747,Defender,,,Série A,24-26,False,False,True
Matt Ritchie,Scotland,fallback_team_from,Top 1-15,12.0,2.5649493574615367,6.0,6.0,78.0,0.07692307692307693,Midfielder,England,False,Championship,24-26,True,True,False
Robert Snodgrass,Scotland,fallback_team_from,Top 1-15,12.0,2.5649493574615367,7.0,5.0,75.0,0.06666666666666667,Winger,England,False,Premier League,27-29,True,True,False
Dwight Gayle,England,fallback_team_from,Top 1-15,12.0,2.5649493574615367,9.0,3.0,75.0,0.04,Forward,England,True,Championship,24-26,True,True,False
Bas Dost,Netherlands,fallback_team_from,Top 1-15,11.85,2.553343811341229,4.35,7.5,80.0,0.09375,Forward,Portugal,False,Liga NOS,24-26,False,True,True
Jeff Hendrick,Republic of Ireland,fallback_lastname_season,Top 16-30,11.8,2.5494451709255714,10.3,1.5,76.0,0.019736842105263157,Midfielder,England,False,Premier League,20-23,False,True,False
James Tomkins,England,fallback_lastname_season,Top 1-15,11.7,2.5416019934645457,5.699999999999999,6.0,74.0,0.08108108108108109,Defender,England,True,Premier League,24-26,False,True,False
Jeffrey Bruma,Netherlands,fallback_lastname_season,Top 1-15,11.5,2.5257286443082556,3.75,7.75,81.0,0.09567901234567901,Defender,Germany,False,1.Bundesliga,20-23,True,True,True
Anthony Ujah,Nigeria,fallback_lastname_season,Top 16-30,11.5,2.5257286443082556,6.0,5.5,79.0,0.06962025316455696,Forward,China,False,Super League,24-26,False,True,True
Jake Livermore,England,fallback_team_from,Top 1-15,11.5,2.5257286443082556,7.0,4.5,77.0,0.05844155844155844,Midfielder,England,True,Premier League,24-26,False,True,False
Hakim Ziyech,Netherlands,fallback_team_from,Top 1-15,11.0,2.4849066497880004,0.0,11.0,83.0,0.13253012048192772,Midfielder,Netherlands,True,Eredivisie,20-23,False,True,True
Kamil Glik,Poland,fallback_team_from,Top 16-30,11.0,2.4849066497880004,1.0,10.0,84.0,0.11904761904761904,Defender,France,False,Ligue 1,27-29,True,True,True
Andrej Kramaric,Croatia,fallback_lastname_season,Top 16-30,11.0,2.4849066497880004,6.0,5.0,77.0,0.06493506493506493,Forward,Germany,False,1.Bundesliga,24-26,False,True,False
Carlos Tévez,Argentina,fallback_team_from,Top 1-15,10.5,2.4423470353692043,2.0,8.5,86.0,0.09883720930232558,Forward,China,False,Super League,30+,False,True,True
Cristian Ansaldi,Argentina,fallback_team_from,Top 1-15,10.5,2.4423470353692043,4.5,6.0,79.0,0.0759493670886076,Defender,Italy,False,Serie A,27-29,True,True,True
Patrick van Aanholt,Netherlands,fallback_team_from,Top 1-15,10.5,2.4423470353692043,4.5,6.0,79.0,0.0759493670886076,Defender,England,False,Premier League,24-26,False,True,False
Marten de Roon,Netherlands,fallback_team_from,Top 1-15,10.5,2.4423470353692043,5.5,5.0,73.0,0.0684931506849315,Midfielder,England,False,Premier League,24-26,False,True,False
Scott Hogan,England,fallback_team_from,Top 1-15,10.5,2.4423470353692043,10.0,0.5,70.0,0.007142857142857143,Forward,England,True,Championship,20-23,False,True,False
Dennis Praet,Belgium,fallback_team_from,Top 1-15,10.0,2.3978952727983707,1.0,9.0,84.0,0.10714285714285714,Midfielder,Italy,False,Serie A,20-23,False,True,True
Giovani Lo Celso,Argentina,fallback_lastname_season,Top 1-15,10.0,2.3978952727983707,2.5,7.5,64.0,0.1171875,Midfielder,France,False,Ligue 1,<20,True,True,False
Lorenzo Tonelli,Italy,fallback_lastname_season,Top 1-15,10.0,2.3978952727983707,4.5,5.5,79.0,0.06962025316455696,Defender,Italy,True,Serie A,24-26,False,True,True
Rubén Rochina,Spain,fallback_team_from,Top 1-15,10.0,2.3978952727983707,7.0,3.0,79.0,0.0379746835443038,Midfielder,Ukraine,False,Premier Liga,24-26,False,True,False
Éder,Italy,fallback_team_from,Top 1-15,9.8,2.379546134130174,-2.1999999999999993,12.0,79.0,0.1518987341772152,Forward,Italy,True,Serie A,27-29,True,True,True
Wissam Ben Yedder,France,fallback_lastname_season,Top 1-15,9.5,2.3513752571634776,0.5,9.0,82.0,0.10975609756097561,Forward,Spain,False,LaLiga,24-26,True,True,True
Ciro Immobile,Italy,fallback_team_from,Top 1-15,9.45,2.34660197841082,-0.5500000000000007,10.0,82.0,0.12195121951219512,Forward,Italy,True,Serie A,24-26,False,True,True
Alex Pritchard,England,fallback_lastname_season,Top 1-15,9.4,2.341805806147327,6.4,3.0,79.0,0.0379746835443038,Midfielder,England,True,Championship,20-23,False,True,False
James Chester,Wales,fallback_lastname_season,Top 16-30,9.3,2.33214389523559,3.3000000000000007,6.0,74.0,0.08108108108108109,Defender,England,False,Championship,24-26,False,True,False
José Fonte,Portugal,fallback_team_from,Top 1-15,9.2,2.322387720290225,3.1999999999999993,6.0,81.0,0.07407407407407407,Defender,England,False,Premier League,30+,True,True,True
Morgan Sanson,France,fallback_lastname_season,Top 1-15,9.0,2.302585092994046,-1.0,10.0,80.0,0.125,Midfielder,France,True,Ligue 1,20-23,False,True,True
Diego Perotti,Argentina,fallback_team_from,Top 1-15,9.0,2.302585092994046,-0.5,9.5,82.0,0.11585365853658537,Winger,Italy,False,Serie A,24-26,True,True,True
Sven Kums,Belgium,fallback_team_from,Top 1-15,9.0,2.302585092994046,1.5,7.5,76.0,0.09868421052631579,Midfielder,England,False,Premier League,27-29,True,True,False
Gianluca Lapadula,Italy,fallback_team_from,Top 1-15,9.0,2.302585092994046,2.5,6.5,70.0,0.09285714285714286,Forward,Italy,True,Serie A,24-26,True,True,False
Kamil Grosicki,Poland,fallback_lastname_season,Top 16-30,9.0,2.302585092994046,3.0,6.0,76.0,0.07894736842105263,Winger,England,False,Premier League,27-29,False,True,False
Daryl Janmaat,Netherlands,fallback_lastname_season,Top 1-15,8.9,2.2925347571405443,1.4000000000000004,7.5,81.0,0.09259259259259259,Defender,England,False,Premier League,24-26,True,True,True
Steven Defour,Belgium,fallback_team_from,Top 1-15,8.6,2.2617630984737906,2.5999999999999996,6.0,78.0,0.07692307692307693,Midfielder,England,False,Premier League,27-29,False,True,True
Nani,Portugal,fallback_lastname_season,Top 1-15,8.5,2.2512917986064953,-6.0,14.5,83.0,0.1746987951807229,Winger,Spain,False,LaLiga,27-29,True,True,True
Idrissa Gueye,Senegal,fallback_team_from,Top 16-30,8.5,2.2512917986064953,-0.5,9.0,78.0,0.11538461538461539,Midfielder,England,False,Premier League,24-26,True,True,False
Emanuel Mammana,Argentina,fallback_team_from,Top 1-15,8.5,2.2512917986064953,1.5,7.0,79.0,0.08860759493670886,Defender,France,False,Ligue 1,<20,False,True,False
,Germany,fallback_lastname_season,Top 1-15,8.5,2.2512917986064953,6.75,1.75,79.0,0.022151898734177215,Defender,Italy,False,Serie A,20-23,True,True,False
Óscar Romero,Paraguay,fallback_team_from,Top 31-45,8.4,2.2407096892759584,1.4000000000000004,7.0,78.0,0.08974358974358974,Midfielder,China,False,Super League,20-23,False,True,False
Adama Traoré,Guinea,fallback_lastname_season,Top 31-45,8.25,2.224623551524334,0.25,8.0,83.0,0.0963855421686747,Winger,England,False,Premier League,<20,False,True,False
Gianluca Caprari,Italy,fallback_team_from,Top 1-15,8.25,2.224623551524334,4.75,3.5,77.0,0.045454545454545456,Forward,Italy,True,Serie A,20-23,True,True,False
