Position,Age,Team_from,League_from,Team_to,League_to,Season_transferred,Transfer_fee_in_mln,Market_value_in_mln,Lastname,club,overall,potential,Season,Name,Nationality,nationality_match_source,log_transfer_fee,fee_minus_value,market_value_per_potential,Nationality_bucket,league_median_fee_to,team_to_median_fee,age_bucket,position_bucket,league_country_to,nationality_matches_league_to,high_overall,is_top_club_to,is_top_league
Central Midfield,21,Inter,Serie A,Real Madrid,LaLiga,2015,31.0,22.0,Kovacic,Inter,75.0,86.0,2015.0,Mateo Kovacic,Croatia,fallback_team_from,3.4657359027997265,9.0,0.2558139534883721,Top 16-30,13.75,30.0,20-23,Midfielder,Spain,False,False,False,True
Forward,28,Sevilla FC,LaLiga,AC Milan,Serie A,2015,30.0,25.0,Bacca,Sevilla FC,81.0,81.0,2015.0,Carlos Bacca,Colombia,fallback_team_from,3.4339872044851463,5.0,0.30864197530864196,Top 1-15,11.0,19.0,27-29,Forward,Italy,False,True,True,True
Right Winger,24,Shakhtar D.,Premier Liga,Bayern Munich ,1.Bundesliga,2015,30.0,23.0,Costa,Shakhtar D.,80.0,84.0,2015.0,Douglas Costa,Spain,fallback_lastname_season,3.4339872044851463,7.0,0.27380952380952384,Top 1-15,12.0,30.0,20-23,Winger,Germany,False,True,False,True
Left Winger,23,Bay. Leverkusen,1.Bundesliga,Spurs,Premier League,2015,30.0,16.0,Son,Bay. Leverkusen,76.0,81.0,2015.0,Heung-min Son,Korea Republic,fallback_lastname_season,3.4339872044851463,14.0,0.19753086419753085,Outside Top 45,15.1,22.1,20-23,Winger,England,False,True,False,True
Central Midfield,28,Chelsea,Premier League,JS Suning,Super League,2015,28.0,25.0,Ramires,Chelsea,81.0,82.0,2015.0,Ramires,Brazil,fallback_team_from,3.367295829986474,3.0,0.3048780487804878,Top 1-15,13.5,28.0,27-29,Midfielder,China,False,True,False,True
Left Winger,28,FC Barcelona,LaLiga,Chelsea,Premier League,2015,27.0,20.0,Pedro,FC Barcelona,83.0,86.0,2015.0,Pedro,Spain,fallback_team_from,3.332204510175204,7.0,0.23255813953488372,Top 1-15,15.1,31.0,27-29,Winger,England,False,True,True,True
Left-Back,24,FC Porto,Liga NOS,Juventus,Serie A,2015,26.0,20.0,Sandro,FC Porto,79.0,84.0,2015.0,Alex Sandro,Brazil,fallback_team_from,3.295836866004329,6.0,0.23809523809523808,Top 1-15,11.0,19.0,20-23,Defender,Italy,False,True,True,True
Left-Back,24,FC Porto,Liga NOS,Juventus,Serie A,2015,26.0,20.0,Sandro,FC Porto,59.0,64.0,2015.0,Alex Sandro,Brazil,fallback_team_from,3.295836866004329,6.0,0.3125,Top 1-15,11.0,19.0,20-23,Defender,Italy,False,False,True,True
Centre-Back,24,Fiorentina,Serie A,Atletico Madrid,LaLiga,2015,25.0,15.0,Savic,Fiorentina,78.0,82.0,2015.0,,Montenegro,fallback_team_from,3.258096538021482,10.0,0.18292682926829268,Top 31-45,13.75,25.0,20-23,Defender,Spain,False,True,True,True
Left-Back,22,Monaco,Ligue 1,Paris SG,Ligue 1,2015,25.0,10.0,Kurzawa,Monaco,76.0,85.0,2015.0,Layvin Kurzawa,France,fallback_lastname_season,3.258096538021482,15.0,0.11764705882352941,Top 1-15,10.0,25.0,20-23,Defender,France,True,True,True,True
Left Winger,21,Monaco,Ligue 1,Atletico Madrid,LaLiga,2015,24.76,9.0,Carrasco,Monaco,73.0,78.0,2015.0,,Belgium,fallback_lastname_season,3.248822901236153,15.760000000000002,0.11538461538461539,Top 1-15,13.75,25.0,20-23,Winger,Spain,False,False,True,True
Centre-Back,26,Monaco,Ligue 1,Valencia CF,LaLiga,2015,22.0,10.0,Abdennour,Monaco,79.0,83.0,2015.0,Aymen Abdennour,Tunisia,fallback_lastname_season,3.1354942159291497,12.0,0.12048192771084337,Outside Top 45,13.75,14.5,24-26,Defender,Spain,False,True,True,True
Forward,24,Atletico Madrid,LaLiga,Benfica,Liga NOS,2015,22.0,5.0,Jimenez,Atletico Madrid,74.0,77.0,2015.0,,Mexico,fallback_team_from,3.1354942159291497,17.0,0.06493506493506493,Top 1-15,9.64,14.5,20-23,Forward,Portugal,False,False,False,True
Left Winger,29,Atletico Madrid,LaLiga,Juventus,Serie A,2015,21.0,20.0,Mandzukic,Atletico Madrid,83.0,83.0,2015.0,,Croatia,fallback_team_from,3.091042453358316,1.0,0.24096385542168675,Top 16-30,11.0,19.0,27-29,Winger,Italy,False,True,True,True
Forward,21,Villarreal CF,LaLiga,Atletico Madrid,LaLiga,2015,20.0,20.0,Vietto,Villarreal CF,73.0,85.0,2015.0,,Argentina,fallback_team_from,3.044522437723423,0.0,0.23529411764705882,Top 1-15,13.75,25.0,20-23,Forward,Spain,False,False,True,True
Central Midfield,24,PSV Eindhoven,Eredivisie,Newcastle,Premier League,2015,20.0,15.0,Wijnaldum,PSV Eindhoven,78.0,83.0,2015.0,Georginio Wijnaldum,Netherlands,fallback_lastname_season,3.044522437723423,5.0,0.18072289156626506,Top 1-15,15.1,12.0,20-23,Midfielder,England,False,True,True,True
Defensive Midfield,22,Marseille,Ligue 1,FC Porto,Liga NOS,2015,20.0,12.0,Imbula,Marseille,73.0,80.0,2015.0,Giannelli Imbula,France,fallback_lastname_season,3.044522437723423,8.0,0.15,Top 1-15,9.64,9.25,20-23,Midfielder,Portugal,False,False,False,True
Left-Back,21,FC Augsburg,1.Bundesliga,Chelsea,Premier League,2015,20.0,10.0,Baba,FC Augsburg,68.0,75.0,2015.0,Abdul Rahman Baba,Ghana,fallback_team_from,3.044522437723423,10.0,0.13333333333333333,Top 16-30,15.1,31.0,20-23,Defender,England,False,False,True,True
Left Winger,26,VfL Wolfsburg,1.Bundesliga,Inter,Serie A,2015,19.0,13.0,Perisic,VfL Wolfsburg,78.0,82.0,2015.0,Ivan Perisic,Croatia,fallback_team_from,2.995732273553991,6.0,0.15853658536585366,Top 16-30,11.0,17.5,24-26,Winger,Italy,False,True,True,True
Forward,20,RSC Anderlecht,Jupiler Pro League,Newcastle,Premier League,2015,18.5,11.0,Mitrovic,RSC Anderlecht,74.0,85.0,2015.0,Aleksandar Mitrovic,Serbia,fallback_team_from,2.970414465569701,7.5,0.12941176470588237,Top 1-15,15.1,12.0,<20,Forward,England,False,False,True,True
Right Winger,22,Marseille,Ligue 1,Newcastle,Premier League,2015,18.35,12.0,Thauvin,Marseille,77.0,84.0,2015.0,Florian Thauvin,France,fallback_lastname_season,2.962692419475791,6.350000000000001,0.14285714285714285,Top 1-15,15.1,12.0,20-23,Winger,England,False,True,True,True
Left Winger,28,AS Roma,Serie A,HB CFFC,Super League,2015,18.0,15.0,Gervinho,AS Roma,81.0,83.0,2015.0,Gervinho,Ivory Coast,fallback_lastname_season,2.9444389791664403,3.0,0.18072289156626506,Top 16-30,13.5,11.75,27-29,Winger,China,False,True,False,True
Right-Back,25,Torino,Serie A,Man Utd,Premier League,2015,18.0,12.0,Darmian,Torino,74.0,79.0,2015.0,Matteo Darmian,Italy,fallback_team_from,2.9444389791664403,6.0,0.1518987341772152,Top 1-15,15.1,40.0,24-26,Defender,England,False,False,True,True
Forward,24,Sassuolo,Serie A,Juventus,Serie A,2015,18.0,11.0,Zaza,Sassuolo,75.0,83.0,2015.0,Simone Zaza,Italy,fallback_team_from,2.9444389791664403,7.0,0.13253012048192772,Top 1-15,11.0,19.0,20-23,Forward,Italy,True,False,True,True
Central Midfield,20,KRC Genk,Jupiler Pro League,Lazio,Serie A,2015,18.0,4.0,Milinkovic-Savic,KRC Genk,57.0,65.0,2015.0,Sergej Milinkovic-Savic,Serbia,fallback_team_from,2.9444389791664403,14.0,0.06153846153846154,Top 1-15,11.0,10.25,<20,Midfielder,Italy,False,False,False,True
Forward,25,Loko Moscow,Premier Liga,Everton,Premier League,2015,17.9,10.0,Niasse,Loko Moscow,75.0,79.0,2015.0,Oumar Niasse,Senegal,fallback_lastname_season,2.9391619220655967,7.899999999999999,0.12658227848101267,Top 16-30,15.1,21.35,24-26,Forward,England,False,False,True,True
Right-Back,24,Southampton,Premier League,Liverpool,Premier League,2015,17.7,17.0,Clyne,Southampton,75.0,81.0,2015.0,Nathaniel Clyne,England,fallback_team_from,2.928523523860541,0.6999999999999993,0.20987654320987653,Top 1-15,15.1,41.0,20-23,Defender,England,True,False,True,True
Forward,25,Zenit S-Pb,Premier Liga,West Brom,Premier League,2015,17.0,15.0,Rondon,Zenit S-Pb,80.0,83.0,2015.0,José Salomón Rondón,Venezuela,fallback_lastname_season,2.8903717578961645,2.0,0.18072289156626506,Top 31-45,15.1,11.5,24-26,Forward,England,False,True,False,True
Left-Back,29,Chelsea,Premier League,Atletico Madrid,LaLiga,2015,16.0,15.0,Luis,Chelsea,82.0,82.0,2015.0,,Brazil,fallback_team_from,2.833213344056216,1.0,0.18292682926829268,Top 1-15,13.75,25.0,27-29,Defender,Spain,False,True,True,True
Forward,29,Fenerbahce,Süper Lig,Al-Ahli (UAE),UAE Gulf League,2015,16.0,13.0,Sow,Fenerbahce,78.0,78.0,2015.0,Moussa Sow,Senegal,fallback_lastname_season,2.833213344056216,3.0,0.16666666666666666,Top 16-30,7.0,11.5,27-29,Forward,United Arab Emirates,False,True,False,False
Central Midfield,23,Swansea,Premier League,Newcastle,Premier League,2015,16.0,12.0,Shelvey,Swansea,74.0,80.0,2015.0,Jonjo Shelvey,England,fallback_lastname_season,2.833213344056216,4.0,0.15,Top 1-15,15.1,12.0,20-23,Midfielder,England,True,False,True,True
Forward,30,Spurs,Premier League,Villarreal CF,LaLiga,2015,16.0,10.0,Soldado,Spurs,81.0,81.0,2015.0,Roberto Soldado,Spain,fallback_lastname_season,2.833213344056216,6.0,0.12345679012345678,Top 1-15,13.75,11.0,27-29,Forward,Spain,True,True,True,True
Right Winger,24,Spurs,Premier League,Newcastle,Premier League,2015,15.7,8.0,Townsend,Spurs,74.0,82.0,2015.0,Andros Townsend,England,fallback_lastname_season,2.8154087194227095,7.699999999999999,0.0975609756097561,Top 1-15,15.1,12.0,20-23,Winger,England,True,False,True,True
Centre-Back,24,Celtic,Premiership,Southampton,Premier League,2015,15.7,5.0,Dijk,Celtic,75.0,79.0,2015.0,Virgil van Dijk,Netherlands,fallback_team_from,2.8154087194227095,10.7,0.06329113924050633,Top 1-15,15.1,16.4,20-23,Defender,England,False,False,False,True
Defensive Midfield,25,Real Madrid,LaLiga,Real Sociedad,LaLiga,2015,15.0,15.0,Illarramendi,Real Madrid,79.0,84.0,2015.0,Asier Illarramendi,Spain,fallback_team_from,2.772588722239781,0.0,0.17857142857142858,Top 1-15,13.75,9.6,24-26,Midfielder,Spain,True,True,False,True
Attacking Midfield,28,Marseille,Ligue 1,West Ham,Premier League,2015,15.0,13.0,Payet,Marseille,78.0,81.0,2015.0,Dimitri Payet,France,fallback_lastname_season,2.772588722239781,2.0,0.16049382716049382,Top 1-15,15.1,11.5,27-29,Midfielder,England,False,True,True,True
Defensive Midfield,28,Atletico Madrid,LaLiga,Fiorentina,Serie A,2015,15.0,10.0,Suarez,Atletico Madrid,79.0,83.0,2015.0,,Spain,fallback_team_from,2.772588722239781,5.0,0.12048192771084337,Top 1-15,11.0,9.5,27-29,Midfielder,Italy,False,True,False,True
Defensive Midfield,24,Feyenoord,Eredivisie,Southampton,Premier League,2015,15.0,10.0,Clasie,Feyenoord,76.0,81.0,2015.0,Jordy Clasie,Netherlands,fallback_team_from,2.772588722239781,5.0,0.12345679012345678,Top 1-15,15.1,16.4,20-23,Midfielder,England,False,True,False,True
Forward,22,Olympique Lyon,Ligue 1,Spurs,Premier League,2015,14.1,5.0,N'Jie,Olympique Lyon,61.0,64.0,2015.0,Clinton N'Jie,Cameroon,fallback_lastname_season,2.714694743820879,9.1,0.078125,Top 31-45,15.1,22.1,20-23,Forward,England,False,False,False,True
Goalkeeper,33,Chelsea,Premier League,Arsenal,Premier League,2015,14.0,12.0,Cech,Chelsea,85.0,85.0,2015.0,Petr Cech,Czech Republic,fallback_team_from,2.70805020110221,2.0,0.1411764705882353,Top 31-45,15.1,25.0,30+,Goalkeeper,England,False,True,False,True
Central Midfield,26,Spurs,Premier League,GZ Evergrande,Super League,2015,14.0,9.0,Paulinho,Spurs,80.0,85.0,2015.0,Paulinho,Brazil,fallback_lastname_season,2.70805020110221,5.0,0.10588235294117647,Top 1-15,13.5,14.0,24-26,Midfielder,China,False,True,False,True
Central Midfield,29,Paris SG,Ligue 1,Crystal Palace,Premier League,2015,13.9,16.0,Cabaye,Paris SG,81.0,81.0,2015.0,Yohan Cabaye,France,fallback_lastname_season,2.7013612129514133,-2.0999999999999996,0.19753086419753085,Top 1-15,15.1,13.8,27-29,Midfielder,England,False,True,False,True
Central Midfield,21,Malaga CF,LaLiga,Olympique Lyon,Ligue 1,2015,13.1,7.5,Darder,Malaga CF,71.0,75.0,2015.0,,Spain,fallback_team_from,2.6461747973841225,5.6,0.1,Top 1-15,10.0,8.25,20-23,Midfielder,France,False,False,False,True
Attacking Midfield,30,Inter,Serie A,Juventus,Serie A,2015,13.0,14.0,Hernanes,Inter,82.0,82.0,2015.0,Hernanes,Brazil,fallback_team_from,2.6390573296152584,-1.0,0.17073170731707318,Top 1-15,11.0,19.0,27-29,Midfielder,Italy,False,True,True,True
Central Midfield,29,Inter,Serie A,SH Shenhua,Super League,2015,13.0,10.5,Guarin,Inter,79.0,79.0,2015.0,Fredy Guarín,Colombia,fallback_team_from,2.6390573296152584,2.5,0.13291139240506328,Top 1-15,13.5,10.5,27-29,Midfielder,China,False,True,False,True
Centre-Back,24,River Plate,Primera División,Everton,Premier League,2015,12.9,6.0,Mori,River Plate,69.0,74.0,2015.0,Ramiro Funes Mori,Argentina,fallback_team_from,2.631888840136646,6.9,0.08108108108108109,Top 1-15,15.1,21.35,20-23,Defender,England,False,False,True,True
Defensive Midfield,23,FC Basel,Super League,Arsenal,Premier League,2015,12.5,4.0,Elneny,FC Basel,63.0,72.0,2015.0,Mohamed Elneny,Egypt,fallback_lastname_season,2.6026896854443837,8.5,0.05555555555555555,Top 31-45,15.1,25.0,20-23,Midfielder,England,False,False,False,True
Forward,24,Brentford,Championship,Burnley,Championship,2015,12.4,1.0,Gray,Brentford,56.0,60.0,2015.0,Andre Gray,England,fallback_team_from,2.5952547069568657,11.4,0.016666666666666666,Top 1-15,9.13,12.100000000000001,20-23,Forward,England,True,False,False,True
Forward,24,Udinese Calcio,Serie A,Sampdoria,Serie A,2015,12.0,10.0,Muriel,Udinese Calcio,73.0,81.0,2015.0,Luis Muriel,Colombia,fallback_lastname_season,2.5649493574615367,2.0,0.12345679012345678,Top 1-15,11.0,9.0,20-23,Forward,Italy,False,False,False,True
Centre-Back,20,RSC Anderlecht,Jupiler Pro League,Newcastle,Premier League,2015,12.0,8.0,Mbemba,RSC Anderlecht,72.0,83.0,2015.0,Chancel Mbemba,DR Congo,fallback_team_from,2.5649493574615367,4.0,0.0963855421686747,Top 16-30,15.1,12.0,<20,Defender,England,False,False,True,True
Forward,23,FC Lorient,Ligue 1,Aston Villa,Premier League,2015,12.0,6.0,Ayew,FC Lorient,73.0,78.0,2015.0,Jordan Ayew,Ghana,fallback_team_from,2.5649493574615367,6.0,0.07692307692307693,Top 16-30,15.1,10.25,20-23,Forward,England,False,False,False,True
Forward,26,Blackburn,Championship,Middlesbrough,Championship,2015,11.9,10.0,Rhodes,Blackburn,74.0,77.0,2015.0,Jordan Rhodes,Scotland,fallback_lastname_season,2.5572273113676265,1.9000000000000004,0.12987012987012986,Top 1-15,9.13,8.0,24-26,Forward,England,False,False,False,True
Central Midfield,24,Udinese Calcio,Serie A,SSC Napoli,Serie A,2015,11.5,11.5,Allan,Udinese Calcio,74.0,77.0,2015.0,Allan,Brazil,fallback_lastname_season,2.5257286443082556,0.0,0.14935064935064934,Top 1-15,11.0,13.0,20-23,Midfielder,Italy,False,False,False,True
Central Midfield,25,Aston Villa,Premier League,Man City,Premier League,2015,11.5,10.0,Delph,Aston Villa,75.0,81.0,2015.0,Fabian Delph,England,fallback_team_from,2.5257286443082556,1.5,0.12345679012345678,Top 1-15,15.1,50.0,24-26,Midfielder,England,True,False,True,True
Centre-Back,22,Ipswich,Championship,Bournemouth,Premier League,2015,11.3,6.0,Mings,Ipswich,60.0,66.0,2015.0,Tyrone Mings,England,fallback_lastname_season,2.509599262378372,5.300000000000001,0.09090909090909091,Top 1-15,15.1,11.3,20-23,Defender,England,True,False,False,True
Centre-Back,26,Hull City,Championship,West Brom,Premier League,2015,11.3,2.0,Chester,Hull City,71.0,73.0,2015.0,James Chester,Wales,fallback_team_from,2.509599262378372,9.3,0.0273972602739726,Top 16-30,15.1,11.5,24-26,Defender,England,False,False,False,True
Central Midfield,28,Bay. Leverkusen,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2015,11.0,14.0,Castro,Bay. Leverkusen,80.0,82.0,2015.0,Gonzalo Castro,Germany,fallback_lastname_season,2.4849066497880004,-3.0,0.17073170731707318,Top 1-15,12.0,16.0,27-29,Midfielder,Germany,True,True,False,True
Goalkeeper,28,Stoke City,Premier League,Chelsea,Premier League,2015,11.0,12.0,Begovic,Stoke City,82.0,84.0,2015.0,Asmir Begovic,Bosnia Herzegovina,fallback_team_from,2.4849066497880004,-1.0,0.14285714285714285,Top 31-45,15.1,31.0,27-29,Goalkeeper,England,False,True,True,True
Forward,25,Bor. Dortmund,1.Bundesliga,Sevilla FC,LaLiga,2015,11.0,10.0,Immobile,Bor. Dortmund,80.0,85.0,2015.0,Ciro Immobile,Italy,fallback_lastname_season,2.4849066497880004,1.0,0.11764705882352941,Top 1-15,13.75,8.35,24-26,Forward,Spain,False,True,True,True
Centre-Back,27,Juventus,Serie A,West Ham,Premier League,2015,11.0,9.0,Ogbonna,Juventus,77.0,81.0,2015.0,Angelo Ogbonna,Italy,fallback_team_from,2.4849066497880004,2.0,0.1111111111111111,Top 1-15,15.1,11.5,24-26,Defender,England,False,True,True,True
Forward,29,1.FSV Mainz 05,1.Bundesliga,Leicester,Premier League,2015,11.0,8.0,Okazaki,1.FSV Mainz 05,77.0,77.0,2015.0,Shinji Okazaki,Japan,fallback_lastname_season,2.4849066497880004,3.0,0.1038961038961039,Top 31-45,15.1,16.55,27-29,Forward,England,False,True,True,True
Forward,22,Boca Juniors,Primera División,Maldonado,Segunda División - Segunda Fase,2015,11.0,7.5,Calleri,Boca Juniors,68.0,74.0,2015.0,Jonathan Calleri,Argentina,fallback_team_from,2.4849066497880004,3.5,0.10135135135135136,Top 1-15,11.0,11.0,20-23,Forward,,,False,False,False
Right Winger,29,Everton,Premier League,Norwich,Premier League,2015,11.0,5.0,Naismith,Everton,76.0,76.0,2015.0,Steven Naismith,Scotland,fallback_team_from,2.4849066497880004,6.0,0.06578947368421052,Top 1-15,15.1,10.45,27-29,Winger,England,False,True,False,True
Attacking Midfield,30,Hilal,Professional League,Al-Jazira,UAE Gulf League,2015,11.0,4.0,Neves,Hilal,78.0,78.0,2015.0,Thiago Neves,Brazil,fallback_lastname_season,2.4849066497880004,7.0,0.05128205128205128,Top 1-15,7.0,9.0,27-29,Midfielder,United Arab Emirates,False,True,False,False
Left-Back,21,OGC Nice,Ligue 1,Aston Villa,Premier League,2015,11.0,4.0,Amavi,OGC Nice,64.0,73.0,2015.0,Jordan Amavi,France,fallback_team_from,2.4849066497880004,7.0,0.0547945205479452,Top 1-15,15.1,10.25,20-23,Defender,England,False,False,False,True
Centre-Back,27,VfL Wolfsburg,1.Bundesliga,Norwich,Premier League,2015,11.0,3.0,Klose,VfL Wolfsburg,74.0,77.0,2015.0,Timm Klose,Switzerland,fallback_team_from,2.4849066497880004,8.0,0.03896103896103896,Top 1-15,15.1,10.45,24-26,Defender,England,False,False,False,True
Left Winger,24,Liverpool,Premier League,Sunderland,Premier League,2015,10.7,7.0,Borini,Liverpool,75.0,79.0,2015.0,Fabio Borini,Italy,fallback_team_from,2.4595888418037104,3.6999999999999993,0.08860759493670886,Top 1-15,15.1,10.6,20-23,Winger,England,False,False,False,True
Central Midfield,23,Stade Rennais,Ligue 1,Watford,Premier League,2015,10.6,6.0,Doucoure,Stade Rennais,70.0,78.0,2015.0,Abdoulaye Doucouré,France,fallback_lastname_season,2.451005098112319,4.6,0.07692307692307693,Top 1-15,15.1,8.9,20-23,Midfielder,England,False,False,True,True
Defensive Midfield,21,1.FSV Mainz 05,1.Bundesliga,FC Schalke 04,1.Bundesliga,2015,10.5,11.0,Geis,1.FSV Mainz 05,76.0,82.0,2015.0,Johannes Geis,Germany,fallback_lastname_season,2.4423470353692043,-0.5,0.13414634146341464,Top 1-15,12.0,10.0,20-23,Midfielder,Germany,True,True,False,True
Right Winger,22,FC Twente,Eredivisie,FC Porto,Liga NOS,2015,10.5,6.5,Corona,FC Twente,69.0,74.0,2015.0,Jesús Corona,Mexico,fallback_team_from,2.4423470353692043,4.0,0.08783783783783784,Top 1-15,9.64,9.25,20-23,Winger,Portugal,False,False,False,True
Forward,22,Bay. Leverkusen,1.Bundesliga,Bor. M'gladbach,1.Bundesliga,2015,10.0,8.0,Drmic,Bay. Leverkusen,77.0,82.0,2015.0,Josip Drmic,Switzerland,fallback_lastname_season,2.3978952727983707,2.0,0.0975609756097561,Top 1-15,12.0,12.25,20-23,Forward,Germany,False,True,False,True
Central Midfield,22,FC Nantes,Ligue 1,Aston Villa,Premier League,2015,10.0,8.0,Veretout,FC Nantes,72.0,82.0,2015.0,Jordan Veretout,France,fallback_team_from,2.3978952727983707,2.0,0.0975609756097561,Top 1-15,15.1,10.25,20-23,Midfielder,England,False,False,False,True
Left Winger,27,Saint-Etienne,Ligue 1,Bournemouth,Premier League,2015,10.0,6.5,Gradel,Saint-Etienne,74.0,77.0,2015.0,,Ivory Coast,fallback_lastname_season,2.3978952727983707,3.5,0.08441558441558442,Top 16-30,15.1,11.3,24-26,Winger,England,False,False,False,True
Forward,22,Sunderland,Premier League,Crystal Palace,Premier League,2015,10.0,5.0,Wickham,Sunderland,72.0,83.0,2015.0,Connor Wickham,England,fallback_team_from,2.3978952727983707,5.0,0.060240963855421686,Top 1-15,15.1,13.8,20-23,Forward,England,True,False,False,True
Right Winger,19,FC Barcelona B,2ª B - Grupo III,Aston Villa,Premier League,2015,10.0,5.0,Traore,FC Barcelona B,66.0,75.0,2015.0,Adama Traoré,Ivory Coast,fallback_lastname_season,2.3978952727983707,5.0,0.06666666666666667,Top 16-30,15.1,10.25,<20,Winger,England,False,False,False,True
Forward,19,Celta de Vigo,LaLiga,Valencia CF,LaLiga,2015,10.0,4.0,Mina,Celta de Vigo,68.0,79.0,2015.0,Santi Mina,Spain,fallback_lastname_season,2.3978952727983707,6.0,0.05063291139240506,Top 1-15,13.75,14.5,<20,Forward,Spain,True,False,True,True
Left Midfield,23,Hull City,Championship,Norwich,Premier League,2015,9.9,2.0,Brady,Hull City,71.0,77.0,2015.0,Robbie Brady,Republic of Ireland,fallback_team_from,2.388762789235098,7.9,0.025974025974025976,Top 16-30,15.1,10.45,20-23,Midfielder,England,False,False,False,True
Centre-Back,22,Man City,Premier League,FC Schalke 04,1.Bundesliga,2015,9.5,14.0,Nastasic,Man City,77.0,82.0,2015.0,Matija Nastasic,Serbia,fallback_lastname_season,2.3513752571634776,-4.5,0.17073170731707318,Top 1-15,12.0,10.0,20-23,Defender,Germany,False,True,False,True
Goalkeeper,25,E. Frankfurt,1.Bundesliga,Paris SG,Ligue 1,2015,9.5,8.0,Trapp,E. Frankfurt,80.0,84.0,2015.0,Kevin Trapp,Germany,fallback_lastname_season,2.3513752571634776,1.5,0.09523809523809523,Top 1-15,10.0,25.0,24-26,Goalkeeper,France,False,True,True,True
Centre-Back,26,Braga,Liga NOS,Valencia CF,LaLiga,2015,9.5,7.5,Santos,Braga,74.0,79.0,2015.0,Aderllan Santos,Mexico,fallback_lastname_season,2.3513752571634776,2.0,0.0949367088607595,Top 1-15,13.75,14.5,24-26,Defender,Spain,False,False,True,True
Centre-Back,26,Braga,Liga NOS,Valencia CF,LaLiga,2015,9.5,7.5,Santos,Braga,71.0,73.0,2015.0,Aderllan Santos,Mexico,fallback_lastname_season,2.3513752571634776,2.0,0.10273972602739725,Top 1-15,13.75,14.5,24-26,Defender,Spain,False,False,True,True
Forward,26,Chievo Verona,Serie A,Swansea,Premier League,2015,9.5,6.0,Paloschi,Chievo Verona,75.0,81.0,2015.0,Alberto Paloschi,Italy,fallback_team_from,2.3513752571634776,3.5,0.07407407407407407,Top 1-15,15.1,12.5,24-26,Forward,England,False,False,False,True
Right Winger,25,Nottm Forest,Championship,West Ham,Premier League,2015,9.5,2.5,Antonio,Nottm Forest,68.0,75.0,2015.0,Michail Antonio,England,fallback_lastname_season,2.3513752571634776,7.0,0.03333333333333333,Top 1-15,15.1,11.5,24-26,Winger,England,True,False,True,True
Centre-Back,26,AS Roma,Serie A,Olympique Lyon,Ligue 1,2015,9.4,6.5,Yanga-Mbiwa,AS Roma,76.0,81.0,2015.0,Mapou Yanga-Mbiwa,,unresolved,2.341805806147327,2.9000000000000004,0.08024691358024691,Outside Top 45,10.0,8.25,24-26,Defender,France,,True,False,True
Left Winger,21,FC Basel,Super League,Dynamo Kyiv,Premier Liga,2015,9.4,3.75,Gonzalez,FC Basel,70.0,81.0,2015.0,Derlis González,Spain,fallback_lastname_season,2.341805806147327,5.65,0.046296296296296294,Top 1-15,8.0,9.4,20-23,Winger,Ukraine,False,False,False,True
Forward,28,Norwich,Premier League,Bournemouth,Premier League,2015,9.35,3.0,Grabban,Norwich,69.0,72.0,2015.0,Lewis Grabban,England,fallback_lastname_season,2.336986519711378,6.35,0.041666666666666664,Top 1-15,15.1,11.3,27-29,Forward,England,True,False,False,True
Central Midfield,25,LOSC Lille,Ligue 1,Aston Villa,Premier League,2015,9.0,7.5,Gueye,LOSC Lille,76.0,83.0,2015.0,Idrissa Gueye,Senegal,fallback_team_from,2.302585092994046,1.5,0.09036144578313253,Top 16-30,15.1,10.25,24-26,Midfielder,England,False,True,False,True
Defensive Midfield,24,SM Caen,Ligue 1,Leicester,Premier League,2015,9.0,4.5,Kante,SM Caen,72.0,76.0,2015.0,N'Golo Kanté,France,fallback_lastname_season,2.302585092994046,4.5,0.05921052631578947,Top 1-15,15.1,16.55,20-23,Midfielder,England,False,False,True,True
Forward,24,Estudiantes,Primera División,Monaco,Ligue 1,2015,9.0,3.2,Carrillo,Estudiantes,71.0,75.0,2015.0,Guido Carrillo,Peru,fallback_lastname_season,2.302585092994046,5.8,0.04266666666666667,Top 16-30,10.0,11.0,20-23,Forward,France,False,False,True,True
Defensive Midfield,27,Spurs,Premier League,Watford,Premier League,2015,8.9,7.5,Capoue,Spurs,78.0,83.0,2015.0,Étienne Capoue,France,fallback_lastname_season,2.2925347571405443,1.4000000000000004,0.09036144578313253,Top 1-15,15.1,8.9,24-26,Midfielder,England,False,True,True,True
Right Winger,22,CF Pachuca,Liga MX Clausura,Tigres UANL,Liga MX Clausura,2015,8.85,1.2,Damm,CF Pachuca,71.0,77.0,2015.0,Jürgen Damm,Mexico,fallback_lastname_season,2.2874714551839976,7.6499999999999995,0.015584415584415584,Top 1-15,7.65,8.7,20-23,Winger,Mexico,True,False,False,False
Attacking Midfield,29,Spartak Moscow,Premier Liga,Watford,Premier League,2015,8.6,7.0,Jurado,Spartak Moscow,75.0,75.0,2015.0,José Manuel Jurado,Spain,fallback_team_from,2.2617630984737906,1.5999999999999996,0.09333333333333334,Top 1-15,15.1,8.9,27-29,Midfielder,England,False,False,True,True
Centre-Back,24,Spurs,Premier League,Paris SG,Ligue 1,2015,8.6,5.0,Stambouli,Spurs,76.0,80.0,2015.0,Benjamin Stambouli,France,fallback_lastname_season,2.2617630984737906,3.5999999999999996,0.0625,Top 1-15,10.0,25.0,20-23,Defender,France,True,True,True,True
